Grand Prix,Race,Circuit ,Year,Driver,Stop ,Lap Stop,Time,Duration,,,
Australia,1,Albert Park Circuit,2014,Romain Grosjean,1,1,17:09:56,17.255,,,
Australia,1,Albert Park Circuit,2014,Esteban Gutierrez,1,1,17:10:12,32.657,,,
Australia,1,Albert Park Circuit,2014,Sergio Perez,1,1,17:10:14,25.541,,,
Australia,1,Albert Park Circuit,2014,Valtteri Bottas,1,10,17:24:46,34.921,,,
Australia,1,Albert Park Circuit,2014,Jenson Button,1,11,17:26:02,22.411,,,
Australia,1,Albert Park Circuit,2014,Sergio Perez,2,11,17:27:03,22.497,,,
Australia,1,Albert Park Circuit,2014,Nico Rosberg,1,12,17:27:27,24.331,,,
Australia,1,Albert Park Circuit,2014,Daniel Ricciardo,1,12,17:27:37,22.994,,,
Australia,1,Albert Park Circuit,2014,Kevin Magnussen,1,12,17:27:45,23.15,,,
Australia,1,Albert Park Circuit,2014,Nico Hulkenberg,1,12,17:27:51,22.615,,,
Australia,1,Albert Park Circuit,2014,Fernando Alonso,1,12,17:27:55,22.887,,,
Australia,1,Albert Park Circuit,2014,Kimi Raikkonen,1,12,17:28:02,25.543,,,
Australia,1,Albert Park Circuit,2014,Jean-Eric Vergne,1,12,17:28:02,23.124,,,
Australia,1,Albert Park Circuit,2014,Daniil Kvyat,1,12,17:28:03,30.514,,,
Australia,1,Albert Park Circuit,2014,Marcus Ericsson,1,23,17:48:18,23.238,,,
Australia,1,Albert Park Circuit,2014,Max Chilton,1,24,17:49:56,24.209,,,
Australia,1,Albert Park Circuit,2014,Jules Bianchi,1,20,17:54:48,23.821,,,
Australia,1,Albert Park Circuit,2014,Romain Grosjean,2,28,17:56:08,22.264,,,
Australia,1,Albert Park Circuit,2014,Pastor Maldonado,1,29,17:57:57,22.847,,,
Australia,1,Albert Park Circuit,2014,Esteban Gutierrez,2,30,17:59:29,23.797,,,
Australia,1,Albert Park Circuit,2014,Jenson Button,2,32,18:02:01,22.399,,,
Australia,1,Albert Park Circuit,2014,Sergio Perez,3,32,18:02:29,22.526,,,
Australia,1,Albert Park Circuit,2014,Nico Hulkenberg,2,33,18:03:36,22.933,,,
Australia,1,Albert Park Circuit,2014,Jean-Eric Vergne,2,33,18:03:39,22.978,,,
Australia,1,Albert Park Circuit,2014,Fernando Alonso,2,35,18:06:45,21.978,,,
Australia,1,Albert Park Circuit,2014,Adrian Sutil,1,35,18:07:21,24.305,,,
Australia,1,Albert Park Circuit,2014,Daniel Ricciardo,2,36,18:08:06,22.427,,,
Australia,1,Albert Park Circuit,2014,Valtteri Bottas,2,36,18:08:28,23.117,,,
Australia,1,Albert Park Circuit,2014,Kimi Raikkonen,2,36,18:08:30,21.825,,,
Australia,1,Albert Park Circuit,2014,Daniil Kvyat,2,36,18:08:31,23.92,,,
Australia,1,Albert Park Circuit,2014,Kevin Magnussen,2,37,18:09:47,22.273,,,
Australia,1,Albert Park Circuit,2014,Nico Rosberg,2,38,18:10:59,23.673,,,
Australia,1,Albert Park Circuit,2014,Max Chilton,2,41,18:18:13,23.493,,,
Australia,1,Albert Park Circuit,2014,Jules Bianchi,2,35,18:19:32,22.656,,,
Australia,1,Albert Park Circuit,2015,Marcus Ericsson,1,1,16:05:59,22.681,,,
Australia,1,Albert Park Circuit,2015,Kimi Raikkonen,1,16,16:31:07,27.465,,,
Australia,1,Albert Park Circuit,2015,Felipe Massa,1,21,16:38:38,22.062,,,
Australia,1,Albert Park Circuit,2015,Nico Hulkenberg,1,21,16:39:11,22.137,,,
Australia,1,Albert Park Circuit,2015,Daniel Ricciardo,1,23,16:42:09,22.535,,,
Australia,1,Albert Park Circuit,2015,Sebastian Vettel,1,24,16:43:16,22.694,,,
Australia,1,Albert Park Circuit,2015,Carlos Sainz,1,24,16:43:48,55.789,,,
Australia,1,Albert Park Circuit,2015,Lewis Hamilton,1,25,16:44:32,22.295,,,
Australia,1,Albert Park Circuit,2015,Felipe Nasr,1,25,16:45:12,22.933,,,
Australia,1,Albert Park Circuit,2015,Nico Rosberg,1,26,16:46:11,22.105,,,
Australia,1,Albert Park Circuit,2015,Marcus Ericsson,2,26,16:47:15,23.254,,,
Australia,1,Albert Park Circuit,2015,Jenson Button,1,27,16:49:15,23.353,,,
Australia,1,Albert Park Circuit,2015,Max Verstappen,1,32,16:56:30,23.532,,,
Australia,1,Albert Park Circuit,2015,Sergio Perez,1,38,17:06:52,26.009,,,
Australia,1,Albert Park Circuit,2015,Kimi Raikkonen,2,40,17:08:30,22.405,,,
Australia,1,Albert Park Circuit,2015,Marcus Ericsson,3,43,17:14:28,22.353,,,
Australia,1,Albert Park Circuit,2015,Nico Hulkenberg,2,44,17:15:43,21.612,,,
Australia,1,Albert Park Circuit,2016,Kevin Magnussen,1,1,16:09:48,27.831,,,
Australia,1,Albert Park Circuit,2016,Carlos Sainz,1,8,16:19:48,22.414,,,
Australia,1,Albert Park Circuit,2016,Felipe Nasr,1,10,16:23:19,22.701,,,
Australia,1,Albert Park Circuit,2016,Felipe Massa,1,11,16:24:32,21.55,,,
Australia,1,Albert Park Circuit,2016,Pascal Wehrlein,1,11,16:24:47,26.206,,,
Australia,1,Albert Park Circuit,2016,Marcus Ericsson,1,11,16:24:51,22.357,,,
Australia,1,Albert Park Circuit,2016,Nico Rosberg,1,12,16:25:48,21.531,,,
Australia,1,Albert Park Circuit,2016,Daniel Ricciardo,1,12,16:25:59,22.245,,,
Australia,1,Albert Park Circuit,2016,Fernando Alonso,1,12,16:26:14,21.796,,,
Australia,1,Albert Park Circuit,2016,Jolyon Palmer,1,12,16:26:22,23.286,,,
Australia,1,Albert Park Circuit,2016,Rio Haryanto,1,12,16:26:36,23.224,,,
Australia,1,Albert Park Circuit,2016,Sebastian Vettel,1,13,16:27:17,21.339,,,
Australia,1,Albert Park Circuit,2016,Max Verstappen,1,13,16:27:32,22.303,,,
Australia,1,Albert Park Circuit,2016,Jenson Button,1,15,16:31:07,22.616,,,
Australia,1,Albert Park Circuit,2016,Kimi Raikkonen,1,16,16:32:03,22.508,,,
Australia,1,Albert Park Circuit,2016,Lewis Hamilton,1,16,16:32:16,21.94,,,
Australia,1,Albert Park Circuit,2016,Nico Hulkenberg,1,16,16:32:30,22.167,,,
Australia,1,Albert Park Circuit,2016,Sergio Perez,1,16,16:32:37,24.719,,,
Australia,1,Albert Park Circuit,2016,Valtteri Bottas,1,17,16:34:32,21.376,,,
Australia,1,Albert Park Circuit,2016,Kevin Magnussen,2,16,16:34:50,22.079,,,
Australia,1,Albert Park Circuit,2016,Sebastian Vettel,2,18,16:36:56,18:09.3,,,
Australia,1,Albert Park Circuit,2016,Nico Rosberg,2,18,16:36:58,18:09.3,,,
Australia,1,Albert Park Circuit,2016,Kimi Raikkonen,2,18,16:37:00,18:09.4,,,
Australia,1,Albert Park Circuit,2016,Daniel Ricciardo,2,18,16:37:02,18:09.8,,,
Australia,1,Albert Park Circuit,2016,Max Verstappen,2,18,16:37:03,18:09.4,,,
Australia,1,Albert Park Circuit,2016,Carlos Sainz,2,18,16:37:05,18:10.0,,,
Australia,1,Albert Park Circuit,2016,Lewis Hamilton,2,18,16:37:09,18:10.1,,,
Australia,1,Albert Park Circuit,2016,Felipe Massa,2,18,16:37:10,18:09.8,,,
Australia,1,Albert Park Circuit,2016,Romain Grosjean,1,18,16:37:12,18:09.4,,,
Australia,1,Albert Park Circuit,2016,Nico Hulkenberg,2,18,16:37:14,18:09.2,,,
Australia,1,Albert Park Circuit,2016,Valtteri Bottas,2,18,16:37:16,18:09.0,,,
Australia,1,Albert Park Circuit,2016,Jolyon Palmer,2,18,16:37:19,18:08.3,,,
Australia,1,Albert Park Circuit,2016,Sergio Perez,2,18,16:37:21,18:07.3,,,
Australia,1,Albert Park Circuit,2016,Marcus Ericsson,2,18,16:37:25,18:06.9,,,
Australia,1,Albert Park Circuit,2016,Jenson Button,2,18,16:37:31,18:04.5,,,
Australia,1,Albert Park Circuit,2016,Felipe Nasr,2,18,16:37:34,18:02.3,,,
Australia,1,Albert Park Circuit,2016,Pascal Wehrlein,2,18,16:37:36,18:02.1,,,
Australia,1,Albert Park Circuit,2016,Kevin Magnussen,3,17,16:37:38,15:46.3,,,
Australia,1,Albert Park Circuit,2016,Marcus Ericsson,3,27,17:10:16,16.936,,,
Australia,1,Albert Park Circuit,2016,Jenson Button,3,30,17:14:55,21.837,,,
Australia,1,Albert Park Circuit,2016,Carlos Sainz,3,31,17:16:00,22.392,,,
Australia,1,Albert Park Circuit,2016,Max Verstappen,3,32,17:17:30,29.066,,,
Australia,1,Albert Park Circuit,2016,Pascal Wehrlein,3,32,17:18:12,23.895,,,
Australia,1,Albert Park Circuit,2016,Sebastian Vettel,3,35,17:21:50,24.548,,,
Australia,1,Albert Park Circuit,2016,Daniel Ricciardo,3,42,17:32:47,21.981,,,
Australia,1,Albert Park Circuit,2017,Kevin Magnussen,1,1,16:08:47,31.336,,,
Australia,1,Albert Park Circuit,2017,Lance Stroll,1,5,16:14:22,22.293,,,
Australia,1,Albert Park Circuit,2017,Stoffel Vandoorne,1,9,16:20:40,39.562,,,
Australia,1,Albert Park Circuit,2017,Esteban Ocon,1,15,16:29:32,22.154,,,
Australia,1,Albert Park Circuit,2017,Antonio Giovinazzi,1,15,16:29:57,28.591,,,
Australia,1,Albert Park Circuit,2017,Fernando Alonso,1,16,16:31:00,22.484,,,
Australia,1,Albert Park Circuit,2017,Nico Hulkenberg,1,16,16:31:01,23.13,,,
Australia,1,Albert Park Circuit,2017,Lewis Hamilton,1,17,16:31:40,21.709,,,
Australia,1,Albert Park Circuit,2017,Sergio Perez,1,17,16:32:20,22.045,,,
Australia,1,Albert Park Circuit,2017,Carlos Sainz,1,18,16:33:49,21.762,,,
Australia,1,Albert Park Circuit,2017,Felipe Massa,1,20,16:36:44,21.568,,,
Australia,1,Albert Park Circuit,2017,Sebastian Vettel,1,23,16:40:32,21.988,,,
Australia,1,Albert Park Circuit,2017,Valtteri Bottas,1,25,16:43:42,21.44,,,
Australia,1,Albert Park Circuit,2017,Max Verstappen,1,25,16:43:56,22.208,,,
Australia,1,Albert Park Circuit,2017,Kimi Raikkonen,1,26,16:45:16,22.033,,,
Australia,1,Albert Park Circuit,2017,Lance Stroll,2,29,16:51:13,22.38,,,
Australia,1,Albert Park Circuit,2017,Nico Hulkenberg,2,30,16:52:40,23.159,,,
Australia,1,Albert Park Circuit,2017,Daniil Kvyat,1,34,16:57:51,25.559,,,
Australia,1,Albert Park Circuit,2017,Kevin Magnussen,2,44,17:15:10,22.189,,,
Australia,1,Albert Park Circuit,2017,Daniil Kvyat,2,49,17:20:30,24.026,,,
Australia,1,Albert Park Circuit,2018,Brendon Hartley,1,1,16:15:04,22.213,,,
Australia,1,Albert Park Circuit,2018,Kimi Raikkonen,1,18,16:40:07,21.421,,,
Australia,1,Albert Park Circuit,2018,Lewis Hamilton,1,19,16:41:30,21.821,,,
Australia,1,Albert Park Circuit,2018,Charles Leclerc,1,20,16:44:03,22.242,,,
Australia,1,Albert Park Circuit,2018,Max Verstappen,1,21,16:45:06,20.953,,,
Australia,1,Albert Park Circuit,2018,Kevin Magnussen,1,22,16:46:31,21.983,,,
Australia,1,Albert Park Circuit,2018,Carlos Sainz,1,22,16:46:46,23.868,,,
Australia,1,Albert Park Circuit,2018,Brendon Hartley,2,22,16:47:37,22.296,,,
Australia,1,Albert Park Circuit,2018,Esteban Ocon,1,23,16:48:25,21.854,,,
Australia,1,Albert Park Circuit,2018,Romain Grosjean,1,24,16:49:31,23.054,,,
Australia,1,Albert Park Circuit,2018,Nico Hulkenberg,1,24,16:49:35,22.628,,,
Australia,1,Albert Park Circuit,2018,Sergio Perez,1,24,16:49:51,22.327,,,
Australia,1,Albert Park Circuit,2018,Stoffel Vandoorne,1,25,16:51:17,22.474,,,
Australia,1,Albert Park Circuit,2018,Valtteri Bottas,1,25,16:51:21,21.664,,,
Australia,1,Albert Park Circuit,2018,Lance Stroll,1,25,16:51:46,25.504,,,
Australia,1,Albert Park Circuit,2018,Sebastian Vettel,1,26,16:52:19,21.787,,,
Australia,1,Albert Park Circuit,2018,Daniel Ricciardo,1,26,16:52:59,21.44,,,
Australia,1,Albert Park Circuit,2018,Fernando Alonso,1,26,16:53:09,22.573,,,
Australia,1,Albert Park Circuit,2018,Charles Leclerc,2,27,16:56:25,22.836,,,
Australia,1,Albert Park Circuit,2018,Lance Stroll,2,29,16:59:57,21.397,,,
Australia,1,Albert Park Circuit,2019,Robert Kubica,1,1,16:15:28,32.997,,,
Australia,1,Albert Park Circuit,2019,Daniel Ricciardo,1,1,16:15:30,33.027,,,
Australia,1,Albert Park Circuit,2019,Kimi Raikkonen,1,12,16:31:50,23.299,,,
Australia,1,Albert Park Circuit,2019,Nico Hulkenberg,1,13,16:33:19,21.588,,,
Australia,1,Albert Park Circuit,2019,Sergio Perez,1,13,16:33:28,23.234,,,
Australia,1,Albert Park Circuit,2019,Sebastian Vettel,1,14,16:34:28,21.995,,,
Australia,1,Albert Park Circuit,2019,Kevin Magnussen,1,14,16:34:47,22.388,,,
Australia,1,Albert Park Circuit,2019,Alex Albon,1,14,16:34:57,21.78,,,
Australia,1,Albert Park Circuit,2019,Lewis Hamilton,1,15,16:35:52,21.515,,,
Australia,1,Albert Park Circuit,2019,Romain Grosjean,1,15,16:36:19,29.981,,,
Australia,1,Albert Park Circuit,2019,Lando Norris,1,15,16:36:25,21.627,,,
Australia,1,Albert Park Circuit,2019,Valtteri Bottas,1,23,16:47:33,22.014,,,
Australia,1,Albert Park Circuit,2019,Max Verstappen,1,25,16:50:47,21.157,,,
Australia,1,Albert Park Circuit,2019,Daniil Kvyat,1,26,16:52:54,22.086,,,
Australia,1,Albert Park Circuit,2019,George Russell,1,26,16:53:46,21.689,,,
Australia,1,Albert Park Circuit,2019,Lance Stroll,1,27,16:54:21,22.471,,,
Australia,1,Albert Park Circuit,2019,Antonio Giovinazzi,1,27,16:54:58,27.172,,,
Australia,1,Albert Park Circuit,2019,Charles Leclerc,1,28,16:55:26,22.306,,,
Australia,1,Albert Park Circuit,2019,Robert Kubica,2,28,16:58:10,22.343,,,
Australia,1,Albert Park Circuit,2019,Pierre Gasly,1,37,17:09:14,21.269,,,
Australia,1,Albert Park Circuit,2019,George Russell,2,42,17:18:18,21.543,,,
Australia,1,Albert Park Circuit,2019,Robert Kubica,3,44,17:22:42,21.889,,,
Australia,3,Albert Park Circuit,2022,Lance Stroll,1,3,15:08:15,18.242,,,
Australia,3,Albert Park Circuit,2022,Lance Stroll,2,4,15:10:29,18.56,,,
Australia,3,Albert Park Circuit,2022,Nicholas Latifi,1,13,15:25:03,18.552,,,
Australia,3,Albert Park Circuit,2022,Mick Schumacher,1,14,15:26:23,19.039,,,
Australia,3,Albert Park Circuit,2022,Esteban Ocon,1,17,15:30:30,19.128,,,
Australia,3,Albert Park Circuit,2022,Max Verstappen,1,18,15:31:37,18.281,,,
Australia,3,Albert Park Circuit,2022,Yuki Tsunoda,1,18,15:32:02,18.443,,,
Australia,3,Albert Park Circuit,2022,Sergio Perez,1,20,15:34:33,17.434,,,
Australia,3,Albert Park Circuit,2022,Lando Norris,1,20,15:34:40,17.556,,,
Australia,3,Albert Park Circuit,2022,Daniel Ricciardo,1,21,15:36:06,18.15,,,
Australia,3,Albert Park Circuit,2022,Pierre Gasly,1,21,15:36:15,18.926,,,
Australia,3,Albert Park Circuit,2022,Zhou Guanyu,1,21,15:36:22,18.38,,,
Australia,3,Albert Park Circuit,2022,Charles Leclerc,1,22,15:37:04,17.973,,,
Australia,3,Albert Park Circuit,2022,Lewis Hamilton,1,22,15:37:22,17.877,,,
Australia,3,Albert Park Circuit,2022,Valtteri Bottas,1,22,15:37:40,18.413,,,
Australia,3,Albert Park Circuit,2022,George Russell,1,23,15:38:51,18.479,,,
Australia,3,Albert Park Circuit,2022,Lance Stroll,3,23,15:39:30,20.402,,,
Australia,3,Albert Park Circuit,2022,Nicholas Latifi,2,23,15:40:00,17.936,,,
Australia,3,Albert Park Circuit,2022,Fernando Alonso,1,39,16:05:24,18.796,,,
Australia,3,Albert Park Circuit,2022,Kevin Magnussen,1,39,16:05:30,19.111,,,
Australia,3,Albert Park Circuit,2022,Fernando Alonso,2,53,16:25:28,18.394,,,
Australia,3,Albert Park Circuit,2022,Alex Albon,1,57,16:30:33,19.845,,,
Australia,3,Albert Park Circuit,2023,Esteban Ocon,1,1,15:05:04,18.056,,,
Australia,3,Albert Park Circuit,2023,Zhou Guanyu,1,1,15:05:11,18.951,,,
Australia,3,Albert Park Circuit,2023,Logan Sargeant,1,1,15:05:13,18.382,,,
Australia,3,Albert Park Circuit,2023,Sergio Perez,1,1,15:05:15,17.657,,,
Australia,3,Albert Park Circuit,2023,Valtteri Bottas,1,1,15:05:16,21.659,,,
Australia,3,Albert Park Circuit,2023,Logan Sargeant,2,2,15:07:25,19.158,,,
Australia,3,Albert Park Circuit,2023,Sergio Perez,2,2,15:07:26,17.814,,,
Australia,3,Albert Park Circuit,2023,George Russell,1,7,15:15:01,19.146,,,
Australia,3,Albert Park Circuit,2023,Carlos Sainz,1,7,15:15:05,18.319,,,
Australia,3,Albert Park Circuit,2023,Kevin Magnussen,1,7,15:15:21,20.789,,,
Australia,3,Albert Park Circuit,2023,Lewis Hamilton,1,8,15:17:43,15:25.2,,,
Australia,3,Albert Park Circuit,2023,Max Verstappen,1,8,15:17:45,15:25.1,,,
Australia,3,Albert Park Circuit,2023,Fernando Alonso,1,8,15:17:48,15:26.9,,,
Australia,3,Albert Park Circuit,2023,Lance Stroll,1,8,15:17:51,15:27.2,,,
Australia,3,Albert Park Circuit,2023,Pierre Gasly,1,8,15:17:53,15:27.0,,,
Australia,3,Albert Park Circuit,2023,Nico Hulkenberg,1,8,15:17:55,15:26.3,,,
Australia,3,Albert Park Circuit,2023,George Russell,2,8,15:17:59,15:30.8,,,
Australia,3,Albert Park Circuit,2023,Yuki Tsunoda,1,8,15:18:02,15:31.8,,,
Australia,3,Albert Park Circuit,2023,Lando Norris,1,8,15:18:04,15:34.8,,,
Australia,3,Albert Park Circuit,2023,Oscar Piastri,1,8,15:18:06,15:34.5,,,
Australia,3,Albert Park Circuit,2023,Carlos Sainz,2,8,15:18:08,15:37.0,,,
Australia,3,Albert Park Circuit,2023,Nyck de Vries,1,8,15:18:11,15:37.9,,,
Australia,3,Albert Park Circuit,2023,Esteban Ocon,2,8,15:18:14,15:37.9,,,
Australia,3,Albert Park Circuit,2023,Sergio Perez,3,8,15:18:16,15:37.5,,,
Australia,3,Albert Park Circuit,2023,Zhou Guanyu,2,8,15:18:19,15:37.8,,,
Australia,3,Albert Park Circuit,2023,Valtteri Bottas,2,8,15:18:21,15:37.6,,,
Australia,3,Albert Park Circuit,2023,Logan Sargeant,3,8,15:18:23,15:38.0,,,
Australia,3,Albert Park Circuit,2023,Kevin Magnussen,2,8,15:18:27,15:40.2,,,
Australia,3,Albert Park Circuit,2023,Logan Sargeant,4,36,16:15:29,19.018,,,
Australia,3,Albert Park Circuit,2023,Nyck de Vries,2,45,16:28:14,18.08,,,
Australia,3,Albert Park Circuit,2023,Valtteri Bottas,3,53,16:39:03,19.825,,,
Australia,3,Albert Park Circuit,2023,Oscar Piastri,2,54,16:40:06,19.442,,,
Australia,3,Albert Park Circuit,2023,Zhou Guanyu,3,54,16:40:31,21.881,,,
Australia,3,Albert Park Circuit,2023,Yuki Tsunoda,2,54,16:40:36,18.258,,,
Australia,3,Albert Park Circuit,2023,Max Verstappen,2,55,16:41:38,14:27.8,,,
Australia,3,Albert Park Circuit,2023,Lewis Hamilton,2,55,16:41:40,14:31.7,,,
Australia,3,Albert Park Circuit,2023,Fernando Alonso,2,55,16:41:42,14:34.3,,,
Australia,3,Albert Park Circuit,2023,Valtteri Bottas,4,54,16:41:44,12:19.3,,,
Australia,3,Albert Park Circuit,2023,Carlos Sainz,3,55,16:41:45,14:34.9,,,
Australia,3,Albert Park Circuit,2023,Pierre Gasly,2,55,16:41:47,14:35.2,,,
Australia,3,Albert Park Circuit,2023,Lance Stroll,2,55,16:41:50,14:35.1,,,
Australia,3,Albert Park Circuit,2023,Sergio Perez,4,55,16:41:53,14:36.5,,,
Australia,3,Albert Park Circuit,2023,Logan Sargeant,5,54,16:41:54,12:12.0,,,
Australia,3,Albert Park Circuit,2023,Lando Norris,2,55,16:41:56,14:41.1,,,
Australia,3,Albert Park Circuit,2023,Nico Hulkenberg,2,55,16:41:58,14:40.7,,,
Australia,3,Albert Park Circuit,2023,Nyck de Vries,3,54,16:42:01,12:06.8,,,
Australia,3,Albert Park Circuit,2023,Esteban Ocon,3,55,16:42:03,14:39.8,,,
Australia,3,Albert Park Circuit,2023,Oscar Piastri,3,55,16:42:20,14:24.7,,,
Australia,3,Albert Park Circuit,2023,Zhou Guanyu,4,55,16:42:47,14:01.6,,,
Australia,3,Albert Park Circuit,2023,Yuki Tsunoda,3,55,16:42:52,14:01.8,,,
Australia,3,Albert Park Circuit,2023,Valtteri Bottas,5,55,16:55:40,01:16.6,,,
Australia,3,Albert Park Circuit,2023,Logan Sargeant,6,55,16:55:45,01:14.2,,,
Australia,3,Albert Park Circuit,2023,Nyck de Vries,4,55,16:55:47,01:13.2,,,
Australia,3,Albert Park Circuit,2023,Max Verstappen,3,57,17:02:10,30:56.5,,,
Australia,3,Albert Park Circuit,2023,Lewis Hamilton,3,57,17:02:11,30:59.4,,,
Australia,3,Albert Park Circuit,2023,Carlos Sainz,4,57,17:02:13,31:01.6,,,
Australia,3,Albert Park Circuit,2023,Nico Hulkenberg,3,57,17:02:14,31:09.1,,,
Australia,3,Albert Park Circuit,2023,Yuki Tsunoda,4,57,17:02:16,31:11.2,,,
Australia,3,Albert Park Circuit,2023,Lando Norris,3,57,17:02:17,31:04.1,,,
Australia,3,Albert Park Circuit,2023,Oscar Piastri,4,57,17:02:19,31:06.2,,,
Australia,3,Albert Park Circuit,2023,Zhou Guanyu,5,57,17:02:22,31:05.0,,,
Australia,3,Albert Park Circuit,2023,Valtteri Bottas,6,57,17:02:23,31:07.2,,,
Australia,3,Albert Park Circuit,2023,Sergio Perez,5,57,17:02:25,30:53.6,,,
Australia,3,Albert Park Circuit,2023,Fernando Alonso,3,57,17:02:27,30:45.1,,,
Australia,3,Albert Park Circuit,2023,Lance Stroll,3,57,17:02:29,30:45.9,,,
Australia,3,Albert Park Circuit,2024,Daniel Ricciardo,1,5,15:10:25,18.265,,,
Australia,3,Albert Park Circuit,2024,Alex Albon,1,6,15:11:45,17.755,,,
Australia,3,Albert Park Circuit,2024,Zhou Guanyu,1,6,15:11:49,19.032,,,
Australia,3,Albert Park Circuit,2024,Lewis Hamilton,1,7,15:13:04,17.596,,,
Australia,3,Albert Park Circuit,2024,Kevin Magnussen,1,7,15:13:08,18.301,,,
Australia,3,Albert Park Circuit,2024,George Russell,1,8,15:14:23,18.046,,,
Australia,3,Albert Park Circuit,2024,Lance Stroll,1,8,15:14:26,17.901,,,
Australia,3,Albert Park Circuit,2024,Valtteri Bottas,1,8,15:14:30,46.969,,,
Australia,3,Albert Park Circuit,2024,Charles Leclerc,1,9,15:15:42,17.409,,,
Australia,3,Albert Park Circuit,2024,Oscar Piastri,1,9,15:15:43,17.573,,,
Australia,3,Albert Park Circuit,2024,Yuki Tsunoda,1,9,15:15:50,18.523,,,
Australia,3,Albert Park Circuit,2024,Esteban Ocon,1,9,15:15:55,18.287,,,
Australia,3,Albert Park Circuit,2024,Lando Norris,1,14,15:22:37,17.776,,,
Australia,3,Albert Park Circuit,2024,Sergio Perez,1,14,15:22:45,18.112,,,
Australia,3,Albert Park Circuit,2024,Carlos Sainz,1,16,15:25:14,17.599,,,
Australia,3,Albert Park Circuit,2024,Esteban Ocon,2,16,15:25:58,30.626,,,
Australia,3,Albert Park Circuit,2024,Fernando Alonso,1,17,15:27:06,18.16,,,
Australia,3,Albert Park Circuit,2024,Nico Hulkenberg,1,17,15:27:28,18.32,,,
Australia,3,Albert Park Circuit,2024,Pierre Gasly,1,17,15:27:32,20.316,,,
Australia,3,Albert Park Circuit,2024,Alex Albon,2,27,15:41:35,17.745,,,
Australia,3,Albert Park Circuit,2024,Daniel Ricciardo,2,29,15:44:29,17.751,,,
Australia,3,Albert Park Circuit,2024,Kevin Magnussen,2,33,15:49:58,18.151,,,
Australia,3,Albert Park Circuit,2024,Charles Leclerc,2,34,15:50:35,17.308,,,
Australia,3,Albert Park Circuit,2024,Sergio Perez,2,35,15:52:18,17.222,,,
Australia,3,Albert Park Circuit,2024,Nico Hulkenberg,2,35,15:52:40,18.145,,,
Australia,3,Albert Park Circuit,2024,Zhou Guanyu,2,35,15:52:50,36.866,,,
Australia,3,Albert Park Circuit,2024,Yuki Tsunoda,2,36,15:53:59,17.535,,,
Australia,3,Albert Park Circuit,2024,Valtteri Bottas,2,36,15:54:30,18.938,,,
Australia,3,Albert Park Circuit,2024,Lance Stroll,2,37,15:55:19,17.977,,,
Australia,3,Albert Park Circuit,2024,Oscar Piastri,2,39,15:57:32,18.533,,,
Australia,3,Albert Park Circuit,2024,Lando Norris,2,40,15:58:46,17.653,,,
Australia,3,Albert Park Circuit,2024,Carlos Sainz,2,41,15:59:57,17.74,,,
Australia,3,Albert Park Circuit,2024,Fernando Alonso,2,41,16:00:37,17.995,,,
Australia,3,Albert Park Circuit,2024,Pierre Gasly,2,41,16:01:21,17.682,,,
Australia,3,Albert Park Circuit,2024,Esteban Ocon,3,42,16:02:51,18.007,,,
Australia,3,Albert Park Circuit,2024,George Russell,2,45,16:06:07,17.964,,,
Malaysia,2,Sepang International Circuit,2014,Jules Bianchi,1,1,16:07:01,52.836,,,
Malaysia,2,Sepang International Circuit,2014,Jean-Eric Vergne,1,2,16:07:55,45.629,,,
Malaysia,2,Sepang International Circuit,2014,Kimi Raikkonen,1,2,16:08:22,26.399,,,
Malaysia,2,Sepang International Circuit,2014,Kevin Magnussen,1,9,16:20:38,37.116,,,
Malaysia,2,Sepang International Circuit,2014,Daniil Kvyat,1,10,16:22:31,25.109,,,
Malaysia,2,Sepang International Circuit,2014,Esteban Gutierrez,1,10,16:22:33,29.42,,,
Malaysia,2,Sepang International Circuit,2014,Max Chilton,1,10,16:22:44,25.639,,,
Malaysia,2,Sepang International Circuit,2014,Fernando Alonso,1,11,16:24:00,24.466,,,
Malaysia,2,Sepang International Circuit,2014,Adrian Sutil,1,11,16:24:25,25.998,,,
Malaysia,2,Sepang International Circuit,2014,Marcus Ericsson,1,11,16:24:33,30.04,,,
Malaysia,2,Sepang International Circuit,2014,Daniel Ricciardo,1,12,16:25:46,24.709,,,
Malaysia,2,Sepang International Circuit,2014,Felipe Massa,1,12,16:26:05,24.637,,,
Malaysia,2,Sepang International Circuit,2014,Romain Grosjean,1,12,16:26:14,25.046,,,
Malaysia,2,Sepang International Circuit,2014,Sebastian Vettel,1,13,16:27:33,24.432,,,
Malaysia,2,Sepang International Circuit,2014,Jenson Button,1,13,16:27:49,24.841,,,
Malaysia,2,Sepang International Circuit,2014,Nico Rosberg,1,14,16:29:15,24.723,,,
Malaysia,2,Sepang International Circuit,2014,Valtteri Bottas,1,14,16:29:48,25.02,,,
Malaysia,2,Sepang International Circuit,2014,Lewis Hamilton,1,15,16:30:55,24.604,,,
Malaysia,2,Sepang International Circuit,2014,Kamui Kobayashi,1,15,16:31:53,27.124,,,
Malaysia,2,Sepang International Circuit,2014,Nico Hulkenberg,1,16,16:33:07,25.336,,,
Malaysia,2,Sepang International Circuit,2014,Jean-Eric Vergne,2,17,16:36:11,26.598,,,
Malaysia,2,Sepang International Circuit,2014,Kimi Raikkonen,2,18,16:37:53,24.417,,,
Malaysia,2,Sepang International Circuit,2014,Daniil Kvyat,2,22,16:44:37,27.473,,,
