Grand Prix,Race,Circuit ,Year,Driver,Stop ,Lap Stop,Time,Duration,,,
Italy,14,Autodromo Nazionale di Monza,2016,Jenson Button,1,15,14:26:00,26.427,,,
Italy,14,Autodromo Nazionale di Monza,2016,Felipe Nasr,3,5,14:26:32,36.594,,,
Italy,14,Autodromo Nazionale di Monza,2016,Sebastian Vettel,1,16,14:26:54,25.472,,,
Italy,14,Autodromo Nazionale di Monza,2016,Daniel Ricciardo,1,16,14:27:03,23.745,,,
Italy,14,Autodromo Nazionale di Monza,2016,Felipe Massa,1,16,14:27:13,23.94,,,
Italy,14,Autodromo Nazionale di Monza,2016,Pascal Wehrlein,1,16,14:27:29,25.962,,,
Italy,14,Autodromo Nazionale di Monza,2016,Esteban Gutierrez,1,16,14:27:38,25.15,,,
Italy,14,Autodromo Nazionale di Monza,2016,Carlos Sainz,1,23,14:38:06,25.301,,,
Italy,14,Autodromo Nazionale di Monza,2016,Marcus Ericsson,1,23,14:38:08,25.145,,,
Italy,14,Autodromo Nazionale di Monza,2016,Nico Rosberg,1,24,14:38:25,25.55,,,
Italy,14,Autodromo Nazionale di Monza,2016,Lewis Hamilton,1,25,14:40:05,23.633,,,
Italy,14,Autodromo Nazionale di Monza,2016,Sergio Perez,2,28,14:45:06,24.033,,,
Italy,14,Autodromo Nazionale di Monza,2016,Romain Grosjean,1,28,14:45:26,25.34,,,
Italy,14,Autodromo Nazionale di Monza,2016,Valtteri Bottas,2,30,14:47:55,23.899,,,
Italy,14,Autodromo Nazionale di Monza,2016,Kevin Magnussen,2,30,14:49:06,23.757,,,
Italy,14,Autodromo Nazionale di Monza,2016,Sebastian Vettel,2,33,14:52:00,25.033,,,
Italy,14,Autodromo Nazionale di Monza,2016,Esteban Ocon,1,32,14:52:20,25.539,,,
Italy,14,Autodromo Nazionale di Monza,2016,Nico Hulkenberg,2,33,14:52:41,24.553,,,
Italy,14,Autodromo Nazionale di Monza,2016,Fernando Alonso,2,33,14:52:50,23.694,,,
Italy,14,Autodromo Nazionale di Monza,2016,Daniil Kvyat,2,33,14:53:29,24.363,,,
Italy,14,Autodromo Nazionale di Monza,2016,Kimi Raikkonen,2,34,14:53:31,24.279,,,
Italy,14,Autodromo Nazionale di Monza,2016,Esteban Gutierrez,2,34,14:54:36,25.515,,,
Italy,14,Autodromo Nazionale di Monza,2016,Max Verstappen,2,35,14:55:22,23.827,,,
Italy,14,Autodromo Nazionale di Monza,2016,Felipe Massa,2,36,14:56:59,23.822,,,
Italy,14,Autodromo Nazionale di Monza,2016,Daniel Ricciardo,2,37,14:58:08,23.633,,,
Italy,14,Autodromo Nazionale di Monza,2016,Jenson Button,2,38,15:00:16,24.418,,,
Italy,14,Autodromo Nazionale di Monza,2016,Carlos Sainz,2,39,15:02:07,24.341,,,
Italy,14,Autodromo Nazionale di Monza,2016,Fernando Alonso,3,49,15:16:39,24.082,,,
Italy,13,Autodromo Nazionale di Monza,2017,Romain Grosjean,1,3,14:08:10,33.433,,,
Italy,13,Autodromo Nazionale di Monza,2017,Max Verstappen,1,3,14:08:20,39.888,,,
Italy,13,Autodromo Nazionale di Monza,2017,Nico Hulkenberg,1,9,14:16:50,24.418,,,
Italy,13,Autodromo Nazionale di Monza,2017,Kevin Magnussen,1,11,14:19:43,24.384,,,
Italy,13,Autodromo Nazionale di Monza,2017,Carlos Sainz,1,13,14:22:44,24.865,,,
Italy,13,Autodromo Nazionale di Monza,2017,Kimi Raikkonen,1,15,14:25:17,25.367,,,
Italy,13,Autodromo Nazionale di Monza,2017,Esteban Ocon,1,16,14:26:42,24.432,,,
Italy,13,Autodromo Nazionale di Monza,2017,Lance Stroll,1,17,14:28:09,26.131,,,
Italy,13,Autodromo Nazionale di Monza,2017,Marcus Ericsson,1,18,14:30:19,25.31,,,
Italy,13,Autodromo Nazionale di Monza,2017,Daniil Kvyat,1,19,14:31:23,25.826,,,
Italy,13,Autodromo Nazionale di Monza,2017,Pascal Wehrlein,1,20,14:33:19,25.212,,,
Italy,13,Autodromo Nazionale di Monza,2017,Felipe Massa,1,21,14:33:59,25.078,,,
Italy,13,Autodromo Nazionale di Monza,2017,Jolyon Palmer,1,25,14:40:16,31.008,,,
Italy,13,Autodromo Nazionale di Monza,2017,Max Verstappen,2,27,14:43:27,24.173,,,
Italy,13,Autodromo Nazionale di Monza,2017,Fernando Alonso,1,30,14:47:38,24.442,,,
Italy,13,Autodromo Nazionale di Monza,2017,Sebastian Vettel,1,31,14:48:03,24.307,,,
Italy,13,Autodromo Nazionale di Monza,2017,Lewis Hamilton,1,32,14:49:05,23.725,,,
Italy,13,Autodromo Nazionale di Monza,2017,Sergio Perez,1,32,14:49:55,25.377,,,
Italy,13,Autodromo Nazionale di Monza,2017,Valtteri Bottas,1,33,14:50:35,23.728,,,
Italy,13,Autodromo Nazionale di Monza,2017,Romain Grosjean,2,34,14:53:53,24.307,,,
Italy,13,Autodromo Nazionale di Monza,2017,Daniel Ricciardo,1,37,14:56:51,23.951,,,
Italy,14,Autodromo Nazionale di Monza,2018,Nico Hulkenberg,1,1,15:15:34,25.234,,,
Italy,14,Autodromo Nazionale di Monza,2018,Daniel Ricciardo,1,1,15:15:35,24.805,,,
Italy,14,Autodromo Nazionale di Monza,2018,Sebastian Vettel,1,1,15:15:36,32.219,,,
Italy,14,Autodromo Nazionale di Monza,2018,Marcus Ericsson,1,1,15:15:50,29.992,,,
Italy,14,Autodromo Nazionale di Monza,2018,Kevin Magnussen,1,4,15:21:22,38.563,,,
Italy,14,Autodromo Nazionale di Monza,2018,Kimi Raikkonen,1,20,15:43:45,23.862,,,
Italy,14,Autodromo Nazionale di Monza,2018,Romain Grosjean,1,23,15:48:27,24.779,,,
Italy,14,Autodromo Nazionale di Monza,2018,Stoffel Vandoorne,1,24,15:50:24,24.094,,,
Italy,14,Autodromo Nazionale di Monza,2018,Max Verstappen,1,26,15:52:26,24.003,,,
Italy,14,Autodromo Nazionale di Monza,2018,Lewis Hamilton,1,28,15:55:00,23.728,,,
Italy,14,Autodromo Nazionale di Monza,2018,Sebastian Vettel,2,29,15:56:58,24.301,,,
Italy,14,Autodromo Nazionale di Monza,2018,Pierre Gasly,1,34,16:04:44,27.792,,,
Italy,14,Autodromo Nazionale di Monza,2018,Charles Leclerc,1,34,16:04:46,24.084,,,
Italy,14,Autodromo Nazionale di Monza,2018,Lance Stroll,1,35,16:05:54,26.44,,,
Italy,14,Autodromo Nazionale di Monza,2018,Valtteri Bottas,1,36,16:06:30,23.763,,,
Italy,14,Autodromo Nazionale di Monza,2018,Sergey Sirotkin,1,37,16:08:49,25.245,,,
Italy,14,Autodromo Nazionale di Monza,2018,Esteban Ocon,1,38,16:09:51,24.827,,,
Italy,14,Autodromo Nazionale di Monza,2018,Sergio Perez,1,39,16:11:20,25.655,,,
Italy,14,Autodromo Nazionale di Monza,2018,Carlos Sainz,1,39,16:11:32,25.774,,,
Italy,14,Autodromo Nazionale di Monza,2018,Nico Hulkenberg,2,41,16:14:52,24.456,,,
Italy,14,Autodromo Nazionale di Monza,2018,Marcus Ericsson,2,42,16:16:25,25.575,,,
Italy,14,Autodromo Nazionale di Monza,2019,Max Verstappen,1,1,15:14:58,31.211,,,
Italy,14,Autodromo Nazionale di Monza,2019,Sebastian Vettel,1,6,15:22:18,32.443,,,
Italy,14,Autodromo Nazionale di Monza,2019,Romain Grosjean,1,7,15:23:54,26.481,,,
Italy,14,Autodromo Nazionale di Monza,2019,Sebastian Vettel,2,12,15:31:23,31.851,,,
Italy,14,Autodromo Nazionale di Monza,2019,Lance Stroll,1,15,15:35:16,18.838,,,
Italy,14,Autodromo Nazionale di Monza,2019,Lewis Hamilton,1,19,15:40:19,23.912,,,
Italy,14,Autodromo Nazionale di Monza,2019,Kimi Raikkonen,1,19,15:41:10,32.393,,,
Italy,14,Autodromo Nazionale di Monza,2019,Charles Leclerc,1,20,15:41:42,23.833,,,
Italy,14,Autodromo Nazionale di Monza,2019,Kevin Magnussen,1,20,15:42:25,24.4,,,
Italy,14,Autodromo Nazionale di Monza,2019,Antonio Giovinazzi,1,21,15:43:42,25.698,,,
Italy,14,Autodromo Nazionale di Monza,2019,Lance Stroll,2,22,15:45:38,24.419,,,
Italy,14,Autodromo Nazionale di Monza,2019,Lando Norris,1,23,15:46:48,24.311,,,
Italy,14,Autodromo Nazionale di Monza,2019,George Russell,1,23,15:47:03,24.198,,,
Italy,14,Autodromo Nazionale di Monza,2019,Alex Albon,1,26,15:50:47,29.83,,,
Italy,14,Autodromo Nazionale di Monza,2019,Valtteri Bottas,1,27,15:51:41,23.7,,,
Italy,14,Autodromo Nazionale di Monza,2019,Kimi Raikkonen,2,26,15:51:50,24.568,,,
Italy,14,Autodromo Nazionale di Monza,2019,Carlos Sainz,1,27,15:52:12,27.01,,,
Italy,14,Autodromo Nazionale di Monza,2019,Max Verstappen,2,27,15:52:30,24.303,,,
Italy,14,Autodromo Nazionale di Monza,2019,Daniil Kvyat,1,28,15:53:53,24.479,,,
Italy,14,Autodromo Nazionale di Monza,2019,Sergio Perez,1,28,15:54:06,25.34,,,
Italy,14,Autodromo Nazionale di Monza,2019,Pierre Gasly,1,28,15:54:11,24.363,,,
Italy,14,Autodromo Nazionale di Monza,2019,Nico Hulkenberg,1,29,15:55:13,24.092,,,
Italy,14,Autodromo Nazionale di Monza,2019,Robert Kubica,1,29,15:56:17,31.842,,,
Italy,14,Autodromo Nazionale di Monza,2019,Daniel Ricciardo,1,30,15:56:33,24.32,,,
Italy,14,Autodromo Nazionale di Monza,2019,Romain Grosjean,2,29,15:56:36,25.121,,,
Italy,14,Autodromo Nazionale di Monza,2019,Kevin Magnussen,2,34,16:03:34,24.978,,,
Italy,14,Autodromo Nazionale di Monza,2019,Sebastian Vettel,3,41,16:13:46,24.376,,,
Italy,14,Autodromo Nazionale di Monza,2019,Robert Kubica,2,44,16:18:54,23.86,,,
Italy,14,Autodromo Nazionale di Monza,2019,Lewis Hamilton,2,49,16:23:22,23.731,,,
Italy,8,Autodromo Nazionale di Monza,2020,Kevin Magnussen,1,1,15:15:04,40.078,,,
Italy,8,Autodromo Nazionale di Monza,2020,Nicholas Latifi,1,16,15:36:53,26.335,,,
Italy,8,Autodromo Nazionale di Monza,2020,Charles Leclerc,1,17,15:38:12,24.344,,,
Italy,8,Autodromo Nazionale di Monza,2020,Kimi Raikkonen,1,18,15:39:31,24.454,,,
Italy,8,Autodromo Nazionale di Monza,2020,Pierre Gasly,1,19,15:40:55,24.096,,,
Italy,8,Autodromo Nazionale di Monza,2020,Lewis Hamilton,1,20,15:41:58,24.671,,,
Italy,8,Autodromo Nazionale di Monza,2020,Antonio Giovinazzi,1,20,15:42:53,23.998,,,Max Verstappen
Italy,8,Autodromo Nazionale di Monza,2020,Carlos Sainz,1,22,15:46:40,24.398,,,
Italy,8,Autodromo Nazionale di Monza,2020,Lando Norris,1,22,15:46:47,24.612,,,
Italy,8,Autodromo Nazionale di Monza,2020,Daniel Ricciardo,1,22,15:46:48,25.498,,,
Italy,8,Autodromo Nazionale di Monza,2020,Sergio Perez,1,22,15:46:48,26.693,,,
Italy,8,Autodromo Nazionale di Monza,2020,Valtteri Bottas,1,22,15:46:49,24.41,,,
Italy,8,Autodromo Nazionale di Monza,2020,Max Verstappen,1,22,15:46:50,26.149,,,
Italy,8,Autodromo Nazionale di Monza,2020,Esteban Ocon,1,22,15:46:55,25.29,,,
Italy,8,Autodromo Nazionale di Monza,2020,Alex Albon,1,22,15:46:56,29.661,,,
Italy,8,Autodromo Nazionale di Monza,2020,Daniil Kvyat,1,22,15:46:56,25.92,,,
Italy,8,Autodromo Nazionale di Monza,2020,George Russell,1,22,15:46:57,25.249,,,
Italy,8,Autodromo Nazionale di Monza,2020,Romain Grosjean,1,22,15:46:57,25.936,,,
Italy,8,Autodromo Nazionale di Monza,2020,Lewis Hamilton,2,26,15:54:50,25:16.9,,,
Italy,8,Autodromo Nazionale di Monza,2020,Lance Stroll,1,26,15:54:52,25:17.3,,,
Italy,8,Autodromo Nazionale di Monza,2020,Pierre Gasly,2,26,15:54:53,25:19.9,,,
Italy,8,Autodromo Nazionale di Monza,2020,Kimi Raikkonen,2,26,15:54:55,25:21.0,,,
Italy,8,Autodromo Nazionale di Monza,2020,Antonio Giovinazzi,2,26,15:54:57,25:21.8,,,
Italy,8,Autodromo Nazionale di Monza,2020,Carlos Sainz,2,26,15:54:58,25:22.4,,,
Italy,8,Autodromo Nazionale di Monza,2020,Lando Norris,2,26,15:55:02,25:22.0,,,
Italy,8,Autodromo Nazionale di Monza,2020,Valtteri Bottas,2,26,15:55:03,25:22.3,,,
Italy,8,Autodromo Nazionale di Monza,2020,Nicholas Latifi,2,26,15:55:05,25:23.1,,,
Italy,8,Autodromo Nazionale di Monza,2020,Daniel Ricciardo,2,26,15:55:06,25:23.6,,,
Italy,8,Autodromo Nazionale di Monza,2020,Max Verstappen,2,26,15:55:08,25:22.8,,,
Italy,8,Autodromo Nazionale di Monza,2020,Esteban Ocon,2,26,15:55:10,25:23.2,,,
Italy,8,Autodromo Nazionale di Monza,2020,Daniil Kvyat,2,26,15:55:12,25:24.1,,,
Italy,8,Autodromo Nazionale di Monza,2020,Sergio Perez,2,26,15:55:14,25:25.0,,,
Italy,8,Autodromo Nazionale di Monza,2020,George Russell,2,26,15:55:17,25:27.9,,,
Italy,8,Autodromo Nazionale di Monza,2020,Alex Albon,2,26,15:55:18,25:28.2,,,
Italy,8,Autodromo Nazionale di Monza,2020,Romain Grosjean,2,26,15:55:20,25:30.2,,,
Italy,8,Autodromo Nazionale di Monza,2020,Lewis Hamilton,3,28,16:25:20,31.643,,,
Italy,8,Autodromo Nazionale di Monza,2020,Antonio Giovinazzi,3,30,16:28:15,31.48,,,
Italy,14,Autodromo Nazionale di Monza,2021,Antonio Giovinazzi,1,1,15:05:21,37.19,,,
Italy,14,Autodromo Nazionale di Monza,2021,Daniel Ricciardo,1,22,15:35:18,23.812,,,
Italy,14,Autodromo Nazionale di Monza,2021,Sebastian Vettel,1,22,15:35:56,25.157,,,
Italy,14,Autodromo Nazionale di Monza,2021,Max Verstappen,1,23,15:36:46,32.456,,,
Italy,14,Autodromo Nazionale di Monza,2021,Nicholas Latifi,1,23,15:37:22,24.168,,,
Italy,14,Autodromo Nazionale di Monza,2021,Mick Schumacher,1,23,15:37:49,24.714,,,
Italy,14,Autodromo Nazionale di Monza,2021,Lando Norris,1,24,15:38:19,24.168,,,
Italy,14,Autodromo Nazionale di Monza,2021,Nikita Mazepin,1,24,15:39:22,24.928,,,
Italy,14,Autodromo Nazionale di Monza,2021,Lewis Hamilton,1,25,15:39:44,25.619,,,
Italy,14,Autodromo Nazionale di Monza,2021,Lance Stroll,1,25,15:40:09,24.846,,,
Italy,14,Autodromo Nazionale di Monza,2021,Fernando Alonso,1,25,15:40:14,24.797,,,
Italy,14,Autodromo Nazionale di Monza,2021,Antonio Giovinazzi,2,25,15:40:55,30.551,,,
Italy,14,Autodromo Nazionale di Monza,2021,Charles Leclerc,1,26,15:41:30,24.557,,,
Italy,14,Autodromo Nazionale di Monza,2021,Sergio Perez,1,26,15:41:34,23.906,,,
Italy,14,Autodromo Nazionale di Monza,2021,Carlos Sainz,1,26,15:41:48,24.283,,,
Italy,14,Autodromo Nazionale di Monza,2021,Valtteri Bottas,1,26,15:41:50,24.308,,,
Italy,14,Autodromo Nazionale di Monza,2021,Esteban Ocon,1,26,15:42:10,30.333,,,
Italy,14,Autodromo Nazionale di Monza,2021,George Russell,1,26,15:42:13,24.156,,,
Italy,14,Autodromo Nazionale di Monza,2021,Robert Kubica,1,26,15:42:21,24.501,,,
Italy,14,Autodromo Nazionale di Monza,2021,Sebastian Vettel,2,26,15:42:41,25.927,,,
Italy,14,Autodromo Nazionale di Monza,2021,Nikita Mazepin,2,28,15:47:13,24.806,,,
Italy,14,Autodromo Nazionale di Monza,2021,Nikita Mazepin,3,39,16:05:25,30.917,,,
Italy,16,Autodromo Nazionale di Monza,2022,Sergio Perez,1,7,15:13:53,23.698,,,
Italy,16,Autodromo Nazionale di Monza,2022,Charles Leclerc,1,12,15:21:01,23.531,,,
Italy,16,Autodromo Nazionale di Monza,2022,Nicholas Latifi,1,15,15:26:02,26.782,,,
Italy,16,Autodromo Nazionale di Monza,2022,Pierre Gasly,1,18,15:30:13,25.376,,,
Italy,16,Autodromo Nazionale di Monza,2022,Zhou Guanyu,1,18,15:30:16,25.366,,,
Italy,16,Autodromo Nazionale di Monza,2022,Lance Stroll,1,18,15:30:22,24.254,,,
Italy,16,Autodromo Nazionale di Monza,2022,Daniel Ricciardo,1,19,15:31:40,25.164,,,
Italy,16,Autodromo Nazionale di Monza,2022,Nyck de Vries,1,19,15:31:43,24.628,,,
Italy,16,Autodromo Nazionale di Monza,2022,Esteban Ocon,1,19,15:31:50,24.336,,,
Italy,16,Autodromo Nazionale di Monza,2022,Yuki Tsunoda,1,19,15:31:51,24.009,,,
Italy,16,Autodromo Nazionale di Monza,2022,George Russell,1,23,15:37:02,25.075,,,
Italy,16,Autodromo Nazionale di Monza,2022,Kevin Magnussen,1,24,15:39:20,30.164,,,
Italy,16,Autodromo Nazionale di Monza,2022,Max Verstappen,1,25,15:39:43,23.791,,,
Italy,16,Autodromo Nazionale di Monza,2022,Carlos Sainz,1,30,15:47:28,23.728,,,
Italy,16,Autodromo Nazionale di Monza,2022,Charles Leclerc,2,33,15:51:22,23.904,,,
Italy,16,Autodromo Nazionale di Monza,2022,Lewis Hamilton,1,33,15:52:05,24.282,,,
Italy,16,Autodromo Nazionale di Monza,2022,Mick Schumacher,1,33,15:52:21,24.817,,,
Italy,16,Autodromo Nazionale di Monza,2022,Lando Norris,1,35,15:54:54,26.714,,,
Italy,16,Autodromo Nazionale di Monza,2022,Valtteri Bottas,1,35,15:55:18,24.758,,,
Italy,16,Autodromo Nazionale di Monza,2022,Sergio Perez,2,42,16:05:01,23.299,,,
Italy,16,Autodromo Nazionale di Monza,2022,George Russell,2,47,16:11:50,24.114,,,
Italy,16,Autodromo Nazionale di Monza,2022,Kevin Magnussen,2,46,16:12:00,24.846,,,
Italy,16,Autodromo Nazionale di Monza,2022,Carlos Sainz,2,47,16:12:01,24.525,,,
Italy,16,Autodromo Nazionale di Monza,2022,Lando Norris,2,47,16:12:41,24.784,,,
Italy,16,Autodromo Nazionale di Monza,2022,Max Verstappen,2,48,16:13:04,24.091,,,
Italy,16,Autodromo Nazionale di Monza,2022,Yuki Tsunoda,2,47,16:13:25,23.904,,,
Italy,16,Autodromo Nazionale di Monza,2022,Charles Leclerc,3,48,16:13:27,23.719,,,
Italy,16,Autodromo Nazionale di Monza,2022,Nicholas Latifi,2,47,16:13:35,24.263,,,
Italy,14,Autodromo Nazionale di Monza,2023,Pierre Gasly,1,10,15:38:07,27.376,,,
Italy,14,Autodromo Nazionale di Monza,2023,Zhou Guanyu,1,11,15:39:33,24.396,,,
Italy,14,Autodromo Nazionale di Monza,2023,Kevin Magnussen,1,12,15:41:12,24.66,,,
Italy,14,Autodromo Nazionale di Monza,2023,Liam Lawson,1,13,15:42:27,24.212,,,
Italy,14,Autodromo Nazionale di Monza,2023,Nico Hulkenberg,1,14,15:43:56,26.095,,,
Italy,14,Autodromo Nazionale di Monza,2023,Logan Sargeant,1,14,15:43:57,24.779,,,
Italy,14,Autodromo Nazionale di Monza,2023,Alex Albon,1,15,15:45:13,24.538,,,
Italy,14,Autodromo Nazionale di Monza,2023,Carlos Sainz,1,19,15:50:52,25.183,,,
Italy,14,Autodromo Nazionale di Monza,2023,George Russell,1,19,15:50:56,24.215,,,
Italy,14,Autodromo Nazionale di Monza,2023,Max Verstappen,1,20,15:52:13,24.228,,,
Italy,14,Autodromo Nazionale di Monza,2023,Charles Leclerc,1,20,15:52:19,23.931,,,
Italy,14,Autodromo Nazionale di Monza,2023,Lance Stroll,1,20,15:52:50,25.667,,,
Italy,14,Autodromo Nazionale di Monza,2023,Sergio Perez,1,21,15:53:46,23.819,,,
Italy,14,Autodromo Nazionale di Monza,2023,Fernando Alonso,1,21,15:54:03,24.798,,,
Italy,14,Autodromo Nazionale di Monza,2023,Lando Norris,1,22,15:55:26,23.727,,,
Italy,14,Autodromo Nazionale di Monza,2023,Oscar Piastri,1,23,15:56:53,24.133,,,
Italy,14,Autodromo Nazionale di Monza,2023,Esteban Ocon,1,24,15:58:45,24.249,,,
Italy,14,Autodromo Nazionale di Monza,2023,Valtteri Bottas,1,25,16:00:06,24.658,,,
Italy,14,Autodromo Nazionale di Monza,2023,Lewis Hamilton,1,27,16:02:46,24.255,,,
Italy,14,Autodromo Nazionale di Monza,2023,Pierre Gasly,2,31,16:09:08,24.686,,,
Italy,14,Autodromo Nazionale di Monza,2023,Liam Lawson,2,33,16:11:56,24.281,,,
Italy,14,Autodromo Nazionale di Monza,2023,Zhou Guanyu,2,33,16:11:58,25.959,,,
Italy,14,Autodromo Nazionale di Monza,2023,Kevin Magnussen,2,33,16:12:15,24.765,,,
Italy,14,Autodromo Nazionale di Monza,2023,Nico Hulkenberg,2,39,16:20:52,24.328,,,
Italy,14,Autodromo Nazionale di Monza,2023,Oscar Piastri,2,41,16:23:21,31.799,,,
Italy,16,Autodromo Nazionale di Monza,2024,Nico Hulkenberg,1,5,15:10:58,38.875,,,
Italy,16,Autodromo Nazionale di Monza,2024,Pierre Gasly,1,10,15:18:08,24.335,,,
Italy,16,Autodromo Nazionale di Monza,2024,George Russell,1,11,15:19:22,32.696,,,
Italy,16,Autodromo Nazionale di Monza,2024,Daniel Ricciardo,1,11,15:19:31,30.317,,,
Italy,16,Autodromo Nazionale di Monza,2024,Fernando Alonso,1,12,15:20:54,24.866,,,
Italy,16,Autodromo Nazionale di Monza,2024,Lando Norris,1,14,15:23:26,24.169,,,
Italy,16,Autodromo Nazionale di Monza,2024,Kevin Magnussen,1,14,15:23:48,25.672,,,
Italy,16,Autodromo Nazionale di Monza,2024,Charles Leclerc,1,15,15:24:52,24.551,,,
Italy,16,Autodromo Nazionale di Monza,2024,Lewis Hamilton,1,15,15:24:58,24.469,,,
Italy,16,Autodromo Nazionale di Monza,2024,Zhou Guanyu,1,15,15:25:28,27.138,,,
Italy,16,Autodromo Nazionale di Monza,2024,Oscar Piastri,1,16,15:26:13,23.793,,,
Italy,16,Autodromo Nazionale di Monza,2024,Franco Colapinto,1,16,15:26:50,25.147,,,
Italy,16,Autodromo Nazionale di Monza,2024,Alex Albon,1,17,15:28:04,24.801,,,
Italy,16,Autodromo Nazionale di Monza,2024,Carlos Sainz,1,19,15:30:37,24.313,,,
Italy,16,Autodromo Nazionale di Monza,2024,Lance Stroll,1,19,15:31:07,24.98,,,
Italy,16,Autodromo Nazionale di Monza,2024,Max Verstappen,1,22,15:34:56,28.198,,,
Italy,16,Autodromo Nazionale di Monza,2024,Sergio Perez,1,23,15:36:25,24.728,,,
Italy,16,Autodromo Nazionale di Monza,2024,Pierre Gasly,2,30,15:47:05,24.203,,,
Italy,16,Autodromo Nazionale di Monza,2024,Esteban Ocon,1,31,15:48:20,24.146,,,
Italy,16,Autodromo Nazionale di Monza,2024,Lando Norris,2,32,15:48:59,24.87,,,
Italy,16,Autodromo Nazionale di Monza,2024,Nico Hulkenberg,2,32,15:50:05,36.576,,,
Italy,16,Autodromo Nazionale di Monza,2024,George Russell,2,33,15:50:51,26.297,,,
Italy,16,Autodromo Nazionale di Monza,2024,Valtteri Bottas,1,33,15:51:24,24.41,,,
Italy,16,Autodromo Nazionale di Monza,2024,Sergio Perez,2,35,15:53:38,24.03,,,
Italy,16,Autodromo Nazionale di Monza,2024,Fernando Alonso,2,35,15:53:55,24.501,,,
Italy,16,Autodromo Nazionale di Monza,2024,Lance Stroll,2,36,15:55:36,24.209,,,
Italy,16,Autodromo Nazionale di Monza,2024,Lewis Hamilton,2,37,15:56:11,24.155,,,
Italy,16,Autodromo Nazionale di Monza,2024,Oscar Piastri,2,38,15:57:15,24.67,,,
Italy,16,Autodromo Nazionale di Monza,2024,Max Verstappen,2,41,16:01:54,24.15,,,
Italy,16,Autodromo Nazionale di Monza,2024,Lance Stroll,3,50,16:15:41,25.269,,,
Singapore,14,Marina Bay Street Circuit,2014,Adrian Sutil,1,8,20:19:52,29.887,,,
Singapore,14,Marina Bay Street Circuit,2014,Nico Hulkenberg,1,9,20:21:39,29.987,,,
Singapore,14,Marina Bay Street Circuit,2014,Felipe Massa,1,10,20:23:21,29.578,,,
Singapore,14,Marina Bay Street Circuit,2014,Daniil Kvyat,1,10,20:23:35,30.089,,,
Singapore,14,Marina Bay Street Circuit,2014,Romain Grosjean,1,10,20:23:40,29.322,,,
Singapore,14,Marina Bay Street Circuit,2014,Kimi Raikkonen,1,11,20:25:15,29.702,,,
Singapore,14,Marina Bay Street Circuit,2014,Valtteri Bottas,1,11,20:25:21,30.34,,,
Singapore,14,Marina Bay Street Circuit,2014,Jean-Eric Vergne,1,11,20:25:26,29.806,,,
Singapore,14,Marina Bay Street Circuit,2014,Pastor Maldonado,1,11,20:25:40,29.96,,,
Singapore,14,Marina Bay Street Circuit,2014,Sebastian Vettel,1,12,20:26:56,30.147,,,
Singapore,14,Marina Bay Street Circuit,2014,Fernando Alonso,1,12,20:27:01,28.912,,,
Singapore,14,Marina Bay Street Circuit,2014,Daniel Ricciardo,1,12,20:27:04,29.761,,,
Singapore,14,Marina Bay Street Circuit,2014,Marcus Ericsson,1,12,20:28:03,30.144,,,
Singapore,14,Marina Bay Street Circuit,2014,Lewis Hamilton,1,13,20:28:41,29.422,,,
Singapore,14,Marina Bay Street Circuit,2014,Kevin Magnussen,1,13,20:29:15,28.684,,,
Singapore,14,Marina Bay Street Circuit,2014,Jenson Button,1,14,20:31:07,28.641,,,
Singapore,14,Marina Bay Street Circuit,2014,Sergio Perez,1,15,20:33:27,29.979,,,
Singapore,14,Marina Bay Street Circuit,2014,Esteban Gutierrez,1,15,20:33:38,33.679,,,
Singapore,14,Marina Bay Street Circuit,2014,Jules Bianchi,1,15,20:33:44,30.413,,,
Singapore,14,Marina Bay Street Circuit,2014,Max Chilton,1,16,20:36:06,30.751,,,
Singapore,14,Marina Bay Street Circuit,2014,Max Chilton,2,18,20:40:34,37.975,,,
Singapore,14,Marina Bay Street Circuit,2014,Felipe Massa,2,22,20:46:35,29.006,,,
Singapore,14,Marina Bay Street Circuit,2014,Romain Grosjean,2,22,20:47:09,29.04,,,
Singapore,14,Marina Bay Street Circuit,2014,Valtteri Bottas,2,23,20:48:37,28.88,,,
Singapore,14,Marina Bay Street Circuit,2014,Kimi Raikkonen,2,25,20:52:18,29.164,,,
Singapore,14,Marina Bay Street Circuit,2014,Nico Hulkenberg,2,25,20:52:46,29.362,,,
Singapore,14,Marina Bay Street Circuit,2014,Lewis Hamilton,2,26,20:53:42,31.04,,,
Singapore,14,Marina Bay Street Circuit,2014,Kevin Magnussen,2,26,20:54:35,28.841,,,
Singapore,14,Marina Bay Street Circuit,2014,Daniel Ricciardo,2,27,20:55:55,29.113,,,
Singapore,14,Marina Bay Street Circuit,2014,Sergio Perez,2,29,21:00:56,29.502,,,
Singapore,14,Marina Bay Street Circuit,2014,Romain Grosjean,3,30,21:02:56,29.761,,,
Singapore,14,Marina Bay Street Circuit,2014,Pastor Maldonado,3,30,21:03:14,29.363,,,
Singapore,14,Marina Bay Street Circuit,2014,Sergio Perez,3,30,21:03:37,35.289,,,
Singapore,14,Marina Bay Street Circuit,2014,Jules Bianchi,2,30,21:03:38,29.885,,,
Singapore,14,Marina Bay Street Circuit,2014,Fernando Alonso,3,31,21:04:03,28.991,,,
Singapore,14,Marina Bay Street Circuit,2014,Marcus Ericsson,2,30,21:04:09,30.364,,,
